index	label	name	hemisphere	network	component
1	LH_Vis_1	7Networks_LH_Vis_1	L	Vis	cortex
2	LH_Vis_2	7Networks_LH_Vis_2	L	Vis	cortex
3	LH_Vis_3	7Networks_LH_Vis_3	L	Vis	cortex
4	LH_Vis_4	7Networks_LH_Vis_4	L	Vis	cortex
5	LH_Vis_5	7Networks_LH_Vis_5	L	Vis	cortex
6	LH_Vis_6	7Networks_LH_Vis_6	L	Vis	cortex
7	LH_Vis_7	7Networks_LH_Vis_7	L	Vis	cortex
8	LH_Vis_8	7Networks_LH_Vis_8	L	Vis	cortex
9	LH_Vis_9	7Networks_LH_Vis_9	L	Vis	cortex
10	LH_Vis_10	7Networks_LH_Vis_10	L	Vis	cortex
11	LH_Vis_11	7Networks_LH_Vis_11	L	Vis	cortex
12	LH_Vis_12	7Networks_LH_Vis_12	L	Vis	cortex
13	LH_Vis_13	7Networks_LH_Vis_13	L	Vis	cortex
14	LH_Vis_14	7Networks_LH_Vis_14	L	Vis	cortex
15	LH_SomMot_1	7Networks_LH_SomMot_1	L	SomMot	cortex
16	LH_SomMot_2	7Networks_LH_SomMot_2	L	SomMot	cortex
17	LH_SomMot_3	7Networks_LH_SomMot_3	L	SomMot	cortex
18	LH_SomMot_4	7Networks_LH_SomMot_4	L	SomMot	cortex
19	LH_SomMot_5	7Networks_LH_SomMot_5	L	SomMot	cortex
20	LH_SomMot_6	7Networks_LH_SomMot_6	L	SomMot	cortex
21	LH_SomMot_7	7Networks_LH_SomMot_7	L	SomMot	cortex
22	LH_SomMot_8	7Networks_LH_SomMot_8	L	SomMot	cortex
23	LH_SomMot_9	7Networks_LH_SomMot_9	L	SomMot	cortex
24	LH_SomMot_10	7Networks_LH_SomMot_10	L	SomMot	cortex
25	LH_SomMot_11	7Networks_LH_SomMot_11	L	SomMot	cortex
26	LH_SomMot_12	7Networks_LH_SomMot_12	L	SomMot	cortex
27	LH_SomMot_13	7Networks_LH_SomMot_13	L	SomMot	cortex
28	LH_SomMot_14	7Networks_LH_SomMot_14	L	SomMot	cortex
29	LH_SomMot_15	7Networks_LH_SomMot_15	L	SomMot	cortex
30	LH_SomMot_16	7Networks_LH_SomMot_16	L	SomMot	cortex
31	LH_DorsAttn_Post_1	7Networks_LH_DorsAttn_Post_1	L	DorsAttn	cortex
32	LH_DorsAttn_Post_2	7Networks_LH_DorsAttn_Post_2	L	DorsAttn	cortex
33	LH_DorsAttn_Post_3	7Networks_LH_DorsAttn_Post_3	L	DorsAttn	cortex
34	LH_DorsAttn_Post_4	7Networks_LH_DorsAttn_Post_4	L	DorsAttn	cortex
35	LH_DorsAttn_Post_5	7Networks_LH_DorsAttn_Post_5	L	DorsAttn	cortex
36	LH_DorsAttn_Post_6	7Networks_LH_DorsAttn_Post_6	L	DorsAttn	cortex
37	LH_DorsAttn_Post_7	7Networks_LH_DorsAttn_Post_7	L	DorsAttn	cortex
38	LH_DorsAttn_Post_8	7Networks_LH_DorsAttn_Post_8	L	DorsAttn	cortex
39	LH_DorsAttn_Post_9	7Networks_LH_DorsAttn_Post_9	L	DorsAttn	cortex
40	LH_DorsAttn_Post_10	7Networks_LH_DorsAttn_Post_10	L	DorsAttn	cortex
41	LH_DorsAttn_FEF_1	7Networks_LH_DorsAttn_FEF_1	L	DorsAttn	cortex
42	LH_DorsAttn_FEF_2	7Networks_LH_DorsAttn_FEF_2	L	DorsAttn	cortex
43	LH_DorsAttn_PrCv_1	7Networks_LH_DorsAttn_PrCv_1	L	DorsAttn	cortex
44	LH_SalVentAttn_ParOper_1	7Networks_LH_SalVentAttn_ParOper_1	L	SalVentAttn	cortex
45	LH_SalVentAttn_ParOper_2	7Networks_LH_SalVentAttn_ParOper_2	L	SalVentAttn	cortex
46	LH_SalVentAttn_ParOper_3	7Networks_LH_SalVentAttn_ParOper_3	L	SalVentAttn	cortex
47	LH_SalVentAttn_FrOperIns_1	7Networks_LH_SalVentAttn_FrOperIns_1	L	SalVentAttn	cortex
48	LH_SalVentAttn_FrOperIns_2	7Networks_LH_SalVentAttn_FrOperIns_2	L	SalVentAttn	cortex
49	LH_SalVentAttn_FrOperIns_3	7Networks_LH_SalVentAttn_FrOperIns_3	L	SalVentAttn	cortex
50	LH_SalVentAttn_FrOperIns_4	7Networks_LH_SalVentAttn_FrOperIns_4	L	SalVentAttn	cortex
51	LH_SalVentAttn_PFCl_1	7Networks_LH_SalVentAttn_PFCl_1	L	SalVentAttn	cortex
52	LH_SalVentAttn_Med_1	7Networks_LH_SalVentAttn_Med_1	L	SalVentAttn	cortex
53	LH_SalVentAttn_Med_2	7Networks_LH_SalVentAttn_Med_2	L	SalVentAttn	cortex
54	LH_SalVentAttn_Med_3	7Networks_LH_SalVentAttn_Med_3	L	SalVentAttn	cortex
55	LH_Limbic_OFC_1	7Networks_LH_Limbic_OFC_1	L	Limbic	cortex
56	LH_Limbic_OFC_2	7Networks_LH_Limbic_OFC_2	L	Limbic	cortex
57	LH_Limbic_TempPole_1	7Networks_LH_Limbic_TempPole_1	L	Limbic	cortex
58	LH_Limbic_TempPole_2	7Networks_LH_Limbic_TempPole_2	L	Limbic	cortex
59	LH_Limbic_TempPole_3	7Networks_LH_Limbic_TempPole_3	L	Limbic	cortex
60	LH_Limbic_TempPole_4	7Networks_LH_Limbic_TempPole_4	L	Limbic	cortex
61	LH_Cont_Par_1	7Networks_LH_Cont_Par_1	L	Cont	cortex
62	LH_Cont_Par_2	7Networks_LH_Cont_Par_2	L	Cont	cortex
63	LH_Cont_Par_3	7Networks_LH_Cont_Par_3	L	Cont	cortex
64	LH_Cont_Temp_1	7Networks_LH_Cont_Temp_1	L	Cont	cortex
65	LH_Cont_OFC_1	7Networks_LH_Cont_OFC_1	L	Cont	cortex
66	LH_Cont_PFCl_1	7Networks_LH_Cont_PFCl_1	L	Cont	cortex
67	LH_Cont_PFCl_2	7Networks_LH_Cont_PFCl_2	L	Cont	cortex
68	LH_Cont_PFCl_3	7Networks_LH_Cont_PFCl_3	L	Cont	cortex
69	LH_Cont_PFCl_4	7Networks_LH_Cont_PFCl_4	L	Cont	cortex
70	LH_Cont_PFCl_5	7Networks_LH_Cont_PFCl_5	L	Cont	cortex
71	LH_Cont_pCun_1	7Networks_LH_Cont_pCun_1	L	Cont	cortex
72	LH_Cont_Cing_1	7Networks_LH_Cont_Cing_1	L	Cont	cortex
73	LH_Cont_Cing_2	7Networks_LH_Cont_Cing_2	L	Cont	cortex
74	LH_Default_Temp_1	7Networks_LH_Default_Temp_1	L	Default	cortex
75	LH_Default_Temp_2	7Networks_LH_Default_Temp_2	L	Default	cortex
76	LH_Default_Temp_3	7Networks_LH_Default_Temp_3	L	Default	cortex
77	LH_Default_Temp_4	7Networks_LH_Default_Temp_4	L	Default	cortex
78	LH_Default_Temp_5	7Networks_LH_Default_Temp_5	L	Default	cortex
79	LH_Default_Par_1	7Networks_LH_Default_Par_1	L	Default	cortex
80	LH_Default_Par_2	7Networks_LH_Default_Par_2	L	Default	cortex
81	LH_Default_Par_3	7Networks_LH_Default_Par_3	L	Default	cortex
82	LH_Default_Par_4	7Networks_LH_Default_Par_4	L	Default	cortex
83	LH_Default_PFC_1	7Networks_LH_Default_PFC_1	L	Default	cortex
84	LH_Default_PFC_2	7Networks_LH_Default_PFC_2	L	Default	cortex
85	LH_Default_PFC_3	7Networks_LH_Default_PFC_3	L	Default	cortex
86	LH_Default_PFC_4	7Networks_LH_Default_PFC_4	L	Default	cortex
87	LH_Default_PFC_5	7Networks_LH_Default_PFC_5	L	Default	cortex
88	LH_Default_PFC_6	7Networks_LH_Default_PFC_6	L	Default	cortex
89	LH_Default_PFC_7	7Networks_LH_Default_PFC_7	L	Default	cortex
90	LH_Default_PFC_8	7Networks_LH_Default_PFC_8	L	Default	cortex
91	LH_Default_PFC_9	7Networks_LH_Default_PFC_9	L	Default	cortex
92	LH_Default_PFC_10	7Networks_LH_Default_PFC_10	L	Default	cortex
93	LH_Default_PFC_11	7Networks_LH_Default_PFC_11	L	Default	cortex
94	LH_Default_PFC_12	7Networks_LH_Default_PFC_12	L	Default	cortex
95	LH_Default_PFC_13	7Networks_LH_Default_PFC_13	L	Default	cortex
96	LH_Default_pCunPCC_1	7Networks_LH_Default_pCunPCC_1	L	Default	cortex
97	LH_Default_pCunPCC_2	7Networks_LH_Default_pCunPCC_2	L	Default	cortex
98	LH_Default_pCunPCC_3	7Networks_LH_Default_pCunPCC_3	L	Default	cortex
99	LH_Default_pCunPCC_4	7Networks_LH_Default_pCunPCC_4	L	Default	cortex
100	LH_Default_PHC_1	7Networks_LH_Default_PHC_1	L	Default	cortex
101	RH_Vis_1	7Networks_RH_Vis_1	R	Vis	cortex
102	RH_Vis_2	7Networks_RH_Vis_2	R	Vis	cortex
103	RH_Vis_3	7Networks_RH_Vis_3	R	Vis	cortex
104	RH_Vis_4	7Networks_RH_Vis_4	R	Vis	cortex
105	RH_Vis_5	7Networks_RH_Vis_5	R	Vis	cortex
106	RH_Vis_6	7Networks_RH_Vis_6	R	Vis	cortex
107	RH_Vis_7	7Networks_RH_Vis_7	R	Vis	cortex
108	RH_Vis_8	7Networks_RH_Vis_8	R	Vis	cortex
109	RH_Vis_9	7Networks_RH_Vis_9	R	Vis	cortex
110	RH_Vis_10	7Networks_RH_Vis_10	R	Vis	cortex
111	RH_Vis_11	7Networks_RH_Vis_11	R	Vis	cortex
112	RH_Vis_12	7Networks_RH_Vis_12	R	Vis	cortex
113	RH_Vis_13	7Networks_RH_Vis_13	R	Vis	cortex
