index	label	name	hemisphere	network	component
1	LH_Vis_1	7Networks_LH_Vis_1	L	Vis	cortex
2	LH_Vis_2	7Networks_LH_Vis_2	L	Vis	cortex
3	LH_Vis_3	7Networks_LH_Vis_3	L	Vis	cortex
4	LH_Vis_4	7Networks_LH_Vis_4	L	Vis	cortex
5	LH_Vis_5	7Networks_LH_Vis_5	L	Vis	cortex
6	LH_Vis_6	7Networks_LH_Vis_6	L	Vis	cortex
7	LH_Vis_7	7Networks_LH_Vis_7	L	Vis	cortex
8	LH_Vis_8	7Networks_LH_Vis_8	L	Vis	cortex
9	LH_Vis_9	7Networks_LH_Vis_9	L	Vis	cortex
10	LH_Vis_10	7Networks_LH_Vis_10	L	Vis	cortex
11	LH_Vis_11	7Networks_LH_Vis_11	L	Vis	cortex
12	LH_Vis_12	7Networks_LH_Vis_12	L	Vis	cortex
13	LH_Vis_13	7Networks_LH_Vis_13	L	Vis	cortex
14	LH_Vis_14	7Networks_LH_Vis_14	L	Vis	cortex
15	LH_Vis_15	7Networks_LH_Vis_15	L	Vis	cortex
16	LH_Vis_16	7Networks_LH_Vis_16	L	Vis	cortex
17	LH_Vis_17	7Networks_LH_Vis_17	L	Vis	cortex
18	LH_Vis_18	7Networks_LH_Vis_18	L	Vis	cortex
19	LH_Vis_19	7Networks_LH_Vis_19	L	Vis	cortex
20	LH_Vis_20	7Networks_LH_Vis_20	L	Vis	cortex
21	LH_Vis_21	7Networks_LH_Vis_21	L	Vis	cortex
22	LH_Vis_22	7Networks_LH_Vis_22	L	Vis	cortex
23	LH_Vis_23	7Networks_LH_Vis_23	L	Vis	cortex
24	LH_Vis_24	7Networks_LH_Vis_24	L	Vis	cortex
25	LH_Vis_25	7Networks_LH_Vis_25	L	Vis	cortex
26	LH_Vis_26	7Networks_LH_Vis_26	L	Vis	cortex
27	LH_Vis_27	7Networks_LH_Vis_27	L	Vis	cortex
28	LH_Vis_28	7Networks_LH_Vis_28	L	Vis	cortex
29	LH_Vis_29	7Networks_LH_Vis_29	L	Vis	cortex
30	LH_Vis_30	7Networks_LH_Vis_30	L	Vis	cortex
31	LH_Vis_31	7Networks_LH_Vis_31	L	Vis	cortex
32	LH_SomMot_1	7Networks_LH_SomMot_1	L	SomMot	cortex
33	LH_SomMot_2	7Networks_LH_SomMot_2	L	SomMot	cortex
34	LH_SomMot_3	7Networks_LH_SomMot_3	L	SomMot	cortex
35	LH_SomMot_4	7Networks_LH_SomMot_4	L	SomMot	cortex
36	LH_SomMot_5	7Networks_LH_SomMot_5	L	SomMot	cortex
37	LH_SomMot_6	7Networks_LH_SomMot_6	L	SomMot	cortex
38	LH_SomMot_7	7Networks_LH_SomMot_7	L	SomMot	cortex
39	LH_SomMot_8	7Networks_LH_SomMot_8	L	SomMot	cortex
40	LH_SomMot_9	7Networks_LH_SomMot_9	L	SomMot	cortex
41	LH_SomMot_10	7Networks_LH_SomMot_10	L	SomMot	cortex
42	LH_SomMot_11	7Networks_LH_SomMot_11	L	SomMot	cortex
43	LH_SomMot_12	7Networks_LH_SomMot_12	L	SomMot	cortex
44	LH_SomMot_13	7Networks_LH_SomMot_13	L	SomMot	cortex
45	LH_SomMot_14	7Networks_LH_SomMot_14	L	SomMot	cortex
46	LH_SomMot_15	7Networks_LH_SomMot_15	L	SomMot	cortex
47	LH_SomMot_16	7Networks_LH_SomMot_16	L	SomMot	cortex
48	LH_SomMot_17	7Networks_LH_SomMot_17	L	SomMot	cortex
49	LH_SomMot_18	7Networks_LH_SomMot_18	L	SomMot	cortex
50	LH_SomMot_19	7Networks_LH_SomMot_19	L	SomMot	cortex
51	LH_SomMot_20	7Networks_LH_SomMot_20	L	SomMot	cortex
52	LH_SomMot_21	7Networks_LH_SomMot_21	L	SomMot	cortex
53	LH_SomMot_22	7Networks_LH_SomMot_22	L	SomMot	cortex
54	LH_SomMot_23	7Networks_LH_SomMot_23	L	SomMot	cortex
55	LH_SomMot_24	7Networks_LH_SomMot_24	L	SomMot	cortex
56	LH_SomMot_25	7Networks_LH_SomMot_25	L	SomMot	cortex
57	LH_SomMot_26	7Networks_LH_SomMot_26	L	SomMot	cortex
58	LH_SomMot_27	7Networks_LH_SomMot_27	L	SomMot	cortex
59	LH_SomMot_28	7Networks_LH_SomMot_28	L	SomMot	cortex
60	LH_SomMot_29	7Networks_LH_SomMot_29	L	SomMot	cortex
61	LH_SomMot_30	7Networks_LH_SomMot_30	L	SomMot	cortex
62	LH_SomMot_31	7Networks_LH_SomMot_31	L	SomMot	cortex
63	LH_SomMot_32	7Networks_LH_SomMot_32	L	SomMot	cortex
64	LH_SomMot_33	7Networks_LH_SomMot_33	L	SomMot	cortex
65	LH_SomMot_34	7Networks_LH_SomMot_34	L	SomMot	cortex
66	LH_SomMot_35	7Networks_LH_SomMot_35	L	SomMot	cortex
67	LH_SomMot_36	7Networks_LH_SomMot_36	L	SomMot	cortex
68	LH_SomMot_37	7Networks_LH_SomMot_37	L	SomMot	cortex
69	LH_DorsAttn_Post_1	7Networks_LH_DorsAttn_Post_1	L	DorsAttn	cortex
70	LH_DorsAttn_Post_2	7Networks_LH_DorsAttn_Post_2	L	DorsAttn	cortex
71	LH_DorsAttn_Post_3	7Networks_LH_DorsAttn_Post_3	L	DorsAttn	cortex
72	LH_DorsAttn_Post_4	7Networks_LH_DorsAttn_Post_4	L	DorsAttn	cortex
73	LH_DorsAttn_Post_5	7Networks_LH_DorsAttn_Post_5	L	DorsAttn	cortex
74	LH_DorsAttn_Post_6	7Networks_LH_DorsAttn_Post_6	L	DorsAttn	cortex
75	LH_DorsAttn_Post_7	7Networks_LH_DorsAttn_Post_7	L	DorsAttn	cortex
76	LH_DorsAttn_Post_8	7Networks_LH_DorsAttn_Post_8	L	DorsAttn	cortex
77	LH_DorsAttn_Post_9	7Networks_LH_DorsAttn_Post_9	L	DorsAttn	cortex
78	LH_DorsAttn_Post_10	7Networks_LH_DorsAttn_Post_10	L	DorsAttn	cortex
79	LH_DorsAttn_Post_11	7Networks_LH_DorsAttn_Post_11	L	DorsAttn	cortex
80	LH_DorsAttn_Post_12	7Networks_LH_DorsAttn_Post_12	L	DorsAttn	cortex
81	LH_DorsAttn_Post_13	7Networks_LH_DorsAttn_Post_13	L	DorsAttn	cortex
82	LH_DorsAttn_Post_14	7Networks_LH_DorsAttn_Post_14	L	DorsAttn	cortex
83	LH_DorsAttn_Post_15	7Networks_LH_DorsAttn_Post_15	L	DorsAttn	cortex
84	LH_DorsAttn_Post_16	7Networks_LH_DorsAttn_Post_16	L	DorsAttn	cortex
85	LH_DorsAttn_Post_17	7Networks_LH_DorsAttn_Post_17	L	DorsAttn	cortex
86	LH_DorsAttn_FEF_1	7Networks_LH_DorsAttn_FEF_1	L	DorsAttn	cortex
87	LH_DorsAttn_FEF_2	7Networks_LH_DorsAttn_FEF_2	L	DorsAttn	cortex
88	LH_DorsAttn_FEF_3	7Networks_LH_DorsAttn_FEF_3	L	DorsAttn	cortex
89	LH_DorsAttn_FEF_4	7Networks_LH_DorsAttn_FEF_4	L	DorsAttn	cortex
90	LH_DorsAttn_PrCv_1	7Networks_LH_DorsAttn_PrCv_1	L	DorsAttn	cortex
91	LH_DorsAttn_PrCv_2	7Networks_LH_DorsAttn_PrCv_2	L	DorsAttn	cortex
92	LH_SalVentAttn_ParOper_1	7Networks_LH_SalVentAttn_ParOper_1	L	SalVentAttn	cortex
93	LH_SalVentAttn_ParOper_2	7Networks_LH_SalVentAttn_ParOper_2	L	SalVentAttn	cortex
94	LH_SalVentAttn_ParOper_3	7Networks_LH_SalVentAttn_ParOper_3	L	SalVentAttn	cortex
95	LH_SalVentAttn_ParOper_4	7Networks_LH_SalVentAttn_ParOper_4	L	SalVentAttn	cortex
96	LH_SalVentAttn_TempOcc_1	7Networks_LH_SalVentAttn_TempOcc_1	L	SalVentAttn	cortex
97	LH_SalVentAttn_FrOperIns_1	7Networks_LH_SalVentAttn_FrOperIns_1	L	SalVentAttn	cortex
98	LH_SalVentAttn_FrOperIns_2	7Networks_LH_SalVentAttn_FrOperIns_2	L	SalVentAttn	cortex
99	LH_SalVentAttn_FrOperIns_3	7Networks_LH_SalVentAttn_FrOperIns_3	L	SalVentAttn	cortex
100	LH_SalVentAttn_FrOperIns_4	7Networks_LH_SalVentAttn_FrOperIns_4	L	SalVentAttn	cortex
101	LH_SalVentAttn_FrOperIns_5	7Networks_LH_SalVentAttn_FrOperIns_5	L	SalVentAttn	cortex
102	LH_SalVentAttn_FrOperIns_6	7Networks_LH_SalVentAttn_FrOperIns_6	L	SalVentAttn	cortex
103	LH_SalVentAttn_FrOperIns_7	7Networks_LH_SalVentAttn_FrOperIns_7	L	SalVentAttn	cortex
104	LH_SalVentAttn_FrOperIns_8	7Networks_LH_SalVentAttn_FrOperIns_8	L	SalVentAttn	cortex
105	LH_SalVentAttn_FrOperIns_9	7Networks_LH_SalVentAttn_FrOperIns_9	L	SalVentAttn	cortex
106	LH_SalVentAttn_PFCl_1	7Networks_LH_SalVentAttn_PFCl_1	L	SalVentAttn	cortex
107	LH_SalVentAttn_Med_1	7Networks_LH_SalVentAttn_Med_1	L	SalVentAttn	cortex
108	LH_SalVentAttn_Med_2	7Networks_LH_SalVentAttn_Med_2	L	SalVentAttn	cortex
109	LH_SalVentAttn_Med_3	7Networks_LH_SalVentAttn_Med_3	L	SalVentAttn	cortex
110	LH_SalVentAttn_Med_4	7Networks_LH_SalVentAttn_Med_4	L	SalVentAttn	cortex
